"seqnames","start","end","width","strand","Conc","Conc_TES","Conc_TEAD1","Fold","p.value","FDR"
"4",22474757,22475157,401,"*",6.40768027614277,4.87890272046058,7.13314145599363,-2.07390835038199,1.37604871622678e-14,2.71832295738423e-13
"1",103110617,103111017,401,"*",6.79015361474503,5.63156283763841,7.42432876278822,-1.68285471030629,1.39204914224101e-14,2.74854012480414e-13
"7",55063624,55064024,401,"*",6.00720339849875,4.65694067557473,6.69227285434694,-2.09692936635384,1.41170414376613e-14,2.78593889038983e-13
"8",120001527,120001927,401,"*",5.30176986879136,3.21258473139177,6.12142710736571,-2.70180458631966,1.41385911712098e-14,2.78878174011206e-13
"5",139073876,139074276,401,"*",6.09917252994554,4.16461293936893,6.89693171217246,-2.65416904714595,1.42281741709804e-14,2.80503423618292e-13
"9",124262637,124263037,401,"*",6.22578380607889,4.81877156116892,6.92436518553352,-2.24078645180675,1.42414495765899e-14,2.80623414549312e-13
"6",7699411,7699811,401,"*",6.93695852793832,5.98255689674737,7.50639558269138,-1.51749828575003,1.45692972636555e-14,2.86938707712812e-13
"8",66517367,66517767,401,"*",6.38829123679074,4.85662306253804,7.11435757803447,-2.30455740837192,1.45934053321355e-14,2.87268571427085e-13
"19",46902205,46902605,401,"*",5.64165772156281,3.77505835952657,6.42890708969384,-2.42377527808161,1.46438520990465e-14,2.88116313853972e-13
"X",110160645,110161045,401,"*",6.36935051437819,4.88783634279764,7.08470556510987,-1.97924676181349,1.50918556668169e-14,2.96781151614206e-13
"17",19331156,19331556,401,"*",5.02781134125787,2.94744622322744,5.84629008869419,-3.06417789574948,1.51012147144056e-14,2.96815667863456e-13
"7",83446180,83446580,401,"*",6.94187763604328,7.82979595047372,4.20005567814218,3.26066132582694,1.52652769923892e-14,2.99889324306952e-13
"12",100515969,100516369,401,"*",6.41118769457603,4.94344780067885,7.12352088111299,-2.0048834195527,1.54810611196522e-14,3.03901249306546e-13
"2",172995827,172996227,401,"*",5.5831000863094,3.66381752788565,6.37854625255755,-2.36730273948215,1.54850668597597e-14,3.03901249306546e-13
"10",68329179,68329579,401,"*",6.33014286896928,5.01532305060684,7.00643221908427,-1.86364125112109,1.55610831038225e-14,3.05239637667192e-13
"9",72554157,72554557,401,"*",6.19785145883959,4.71617994151407,6.91324082604248,-2.10988368379242,1.62447135761549e-14,3.18489399520445e-13
"3",115402165,115402565,401,"*",5.57522140409108,3.64512045135061,6.37230843861642,-2.41562412700471,1.82226964657422e-14,3.56766180850176e-13
"3",187841487,187841887,401,"*",6.20990650886687,4.88978737582947,6.88752581888605,-1.9301439755196,1.82236935580061e-14,3.56766180850176e-13
"1",7994082,7994482,401,"*",4.95265850246034,2.62174921491333,5.80164987677834,-3.08005287988438,1.82244591934226e-14,3.56766180850176e-13
"7",77010051,77010451,401,"*",5.3018682524587,3.46231111866847,6.08477367190328,-2.80182200492239,1.82540018707485e-14,3.57165394999834e-13
"2",189129936,189130336,401,"*",5.48927696343107,3.53990394419991,6.28925222013191,-2.48626831510452,1.84269344340155e-14,3.60368429675248e-13
"14",68506070,68506470,401,"*",5.95204791308524,4.54679736586629,6.65021964401888,-2.00330390069094,1.85041204619077e-14,3.61696716189567e-13
"5",87899334,87899734,401,"*",6.92818380863242,7.70945216780293,5.09866696102537,2.51904969731115,1.87091629601575e-14,3.65516971447567e-13
"10",69703789,69704189,401,"*",5.62209950313485,3.71823534705631,6.41518245557006,-2.53752965172385,1.87182893793694e-14,3.65516971447567e-13
"7",69982141,69982541,401,"*",7.43905529448087,6.17967436815669,8.10105732550355,-1.78308504108633,1.94393428551159e-14,3.79407374174724e-13
"6",14035408,14035808,401,"*",6.22102021665473,4.72235765915349,6.94008858547887,-2.07215093324907,1.94665530546552e-14,3.79748574956755e-13
"X",50697692,50698092,401,"*",5.53554223732996,3.03855968322438,6.40174060547004,-2.95554057480084,1.97385052692817e-14,3.84861415178028e-13
"1",4422325,4422725,401,"*",5.75452400659128,3.84462628740051,6.54853520769606,-2.403260120864,2.02832326329035e-14,3.95285065314721e-13
"9",109349359,109349759,401,"*",7.9980028210208,5.16903095194805,8.89273712004871,-3.38016222625894,2.03566930999651e-14,3.96518720138291e-13
"17",8791797,8792197,401,"*",6.98530615858433,7.77223060158533,5.12075001544513,2.50327446146488,2.07016049204192e-14,4.03035984074097e-13
"15",83582236,83582636,401,"*",4.75411467994675,1.66367010166227,5.66683799280187,-3.39379288357145,2.08783090401216e-14,4.06273575962685e-13
"1",170416020,170416420,401,"*",6.9839613129978,7.76729121427009,5.14178746265492,2.47457960300859,2.11607909618511e-14,4.11565259190762e-13
"5",137084140,137084540,401,"*",7.36033230179661,8.01543795634,6.12677897419375,1.82157963015613,2.16280954331865e-14,4.20444574319937e-13
"X",45961495,45961895,401,"*",4.79550330092713,2.04918382179968,5.68378434342127,-3.00237956876508,2.16510362905135e-14,4.20681036137478e-13
"10",88474234,88474634,401,"*",6.85136632347659,7.65988759390546,4.84317537546932,2.74255907407829,2.1784054106203e-14,4.23055001012752e-13
"12",11763739,11764139,401,"*",5.18591244964283,3.16647572333526,5.99602279322531,-3.04110249892562,2.2778592205839e-14,4.42149351941783e-13
"17",60082533,60082933,401,"*",5.95476087610474,4.22512819867592,6.71899770041757,-2.27781112688677,2.27946881838504e-14,4.42241875376044e-13
"3",115788937,115789337,401,"*",8.02543626753361,7.30793904690409,8.50243840551392,-1.24083401415457,2.29197277469932e-14,4.44446881571723e-13
"17",52064722,52065122,401,"*",4.7518062580201,1.05909236494861,5.69491283443454,-3.76209334907898,2.29367321954868e-14,4.44555780164264e-13
"12",95098117,95098517,401,"*",4.62925409808824,0.256666311018748,5.5940040824634,-4.26053960806692,2.29509956297458e-14,4.44611471169791e-13
"9",41034763,41035163,401,"*",7.48348759886248,6.11586973886669,8.17275938085106,-1.90836816924907,2.3390385753218e-14,4.52898664621461e-13
"8",53523892,53524292,401,"*",7.98055198567991,6.99668240311146,8.56009735227873,-1.51046806371648,2.36311314889075e-14,4.57333275988846e-13
"1",10528635,10529035,401,"*",6.39213283610254,5.03979489480551,7.07770809252723,-1.89371402558108,2.39806589632795e-14,4.63867701997827e-13
"11",101442068,101442468,401,"*",6.468273663901,4.6386821961071,7.24955423877838,-2.32164233838446,2.39937463625249e-14,4.63890980317563e-13
"10",62043599,62043999,401,"*",6.62250340919104,5.01122021157058,7.36467600572825,-2.21938749475656,2.42670196271032e-14,4.68919690245455e-13
"8",96735158,96735558,401,"*",7.23097654012618,7.94239393400662,5.76737953236978,2.18364556647485,2.42778709872182e-14,4.68919690245455e-13
"13",40120794,40121194,401,"*",5.25932129737506,2.96600530373212,6.10410376897364,-2.86628115557726,2.52122218486195e-14,4.8672555878381e-13
"X",1691121,1691521,401,"*",7.25153009928361,6.2548164081032,7.83539549809736,-1.50813580890727,2.53444671548776e-14,4.89036715467448e-13
"15",31471758,31472158,401,"*",5.14771052488586,2.9161018295671,5.98531379945525,-2.72267355981208,2.57870778690455e-14,4.97331316510963e-13
"11",122748998,122749398,401,"*",6.33508729459768,4.92732330925471,7.03384328909095,-1.94822694619575,2.58863769601683e-14,4.98999864019838e-13
"8",115239037,115239437,401,"*",7.0716521354969,7.80617928009905,5.49882044091525,2.30857319993287,2.73186170189295e-14,5.26348576176659e-13
"17",66378290,66378690,401,"*",5.21136599777801,2.77954651989089,6.07107196974486,-3.59645397283571,2.78893477916703e-14,5.37079768647188e-13
"1",39178489,39178889,401,"*",6.20344931453325,4.83268021842148,6.89347741968325,-2.00296767567641,2.81275339683954e-14,5.41399550520865e-13
"11",9489315,9489715,401,"*",4.7111473578246,2.19308951656363,5.57937752628646,-3.51413321609128,2.83033999780968e-14,5.44516125256287e-13
"6",144286969,144287369,401,"*",7.21268169819927,6.33061270612766,7.75608974250366,-1.5102689551541,2.83262339733845e-14,5.4468696706949e-13
"8",37144751,37145151,401,"*",5.48779125520319,3.43717979349611,6.30223359655438,-2.58448400452297,2.83573038891302e-14,5.45015931714523e-13
"2",30664946,30665346,401,"*",6.43573977951092,5.31155840318025,7.05982919645377,-1.73225458155648,2.91525535911323e-14,5.60024571569808e-13
"17",37671791,37672191,401,"*",5.56509775012544,3.5837464927489,6.36976877819271,-2.54618802423577,2.95693786794875e-14,5.67752433228626e-13
"6",15284774,15285174,401,"*",5.73956286645706,4.32998366985516,6.43874003818938,-2.1055161613471,3.06988051117091e-14,5.89148405868026e-13
"6",169097267,169097667,401,"*",5.87730446946895,4.32094328876076,6.60848112236379,-2.08025911491208,3.11956056451113e-14,5.98388435556225e-13
"18",24208320,24208720,401,"*",5.31759940542577,3.30476185076361,6.12677897419375,-2.62236141330565,3.13106844458593e-14,6.00300868047209e-13
"13",23500909,23501309,401,"*",4.70390749554842,1.50277988421465,5.62325993512313,-3.42439743398588,3.190769225276e-14,6.1144662105375e-13
"12",65490221,65490621,401,"*",5.09944589437811,2.136002177963,6.00386615166286,-3.30373872984173,3.20180295198853e-14,6.13259952065125e-13
"5",167634100,167634500,401,"*",6.03769675193289,4.3291554534723,6.79815679157297,-2.21071885928391,3.20713532435649e-14,6.13980026416163e-13
"17",66549742,66550142,401,"*",5.62714646874869,3.58904580893286,6.4398631226001,-2.53269105770156,3.24863103011787e-14,6.21619177748289e-13
"9",95018483,95018883,401,"*",7.29723716059005,6.2553758710792,7.89588778541059,-1.52838559990245,3.38013594742853e-14,6.46465490974389e-13
"7",84647822,84648222,401,"*",5.07812668236222,2.58952180475958,5.94350829935795,-2.95484074212187,3.38802294561496e-14,6.47656590019981e-13
"1",20698469,20698869,401,"*",5.46397354128659,3.35258269444464,6.28656192001159,-2.54304184345153,3.46394475229461e-14,6.61845733753402e-13
"16",87190606,87191006,401,"*",5.91486408931346,4.29604346660798,6.65850698903604,-2.18789420905325,3.53086390587461e-14,6.7430172488168e-13
"6",158488066,158488466,401,"*",6.30780157675649,5.06782684601746,6.96463649197739,-1.84227333709456,3.55570894862524e-14,6.78714419606779e-13
"1",46643244,46643644,401,"*",5.81159581974313,4.15089178456309,6.56324397824874,-2.15591017085027,3.56084080977173e-14,6.79361784014856e-13
"9",36102353,36102753,401,"*",6.48874353926605,5.41380719751268,7.09784412434327,-1.71757249157537,3.56325055558903e-14,6.79489425683526e-13
"6",10441213,10441613,401,"*",6.11119267453577,4.64354971677671,6.82350446982419,-2.00605478890285,3.58093284917248e-14,6.82527899255117e-13
"15",62618422,62618822,401,"*",5.65330346147869,3.67029645836458,6.45821439055203,-2.43034327614163,3.62146982557163e-14,6.89917396979934e-13
"14",61493225,61493625,401,"*",4.76121557345168,2.38888676172982,5.61470539901953,-3.26611029547464,3.6452305524912e-14,6.94105242031678e-13
"1",234631659,234632059,401,"*",5.35563813156684,2.8669680921168,6.22102612138887,-2.89364343562414,3.68497842856071e-14,7.01331706284092e-13
"5",9015606,9016006,401,"*",5.64816904669449,3.76464149818967,6.43809003507792,-2.3581883566222,3.75733048075682e-14,7.14753388481202e-13
"2",233413538,233413938,401,"*",6.89808442129375,5.17948654872,7.66035338989152,-2.24686227528222,3.8971803205219e-14,7.4099578086494e-13
"X",134676426,134676826,401,"*",5.57219967798701,3.75871160540156,6.35082691830144,-2.41291169842269,3.91577662583693e-14,7.44169136268474e-13
"5",165130610,165131010,401,"*",5.25308733970498,3.20185727452716,6.06761456769466,-2.83408853426616,3.94813714418478e-14,7.49953933933103e-13
"21",33761647,33762047,401,"*",7.01195894628744,5.80214390715839,7.66058633183213,-1.73146116811532,3.97669584243923e-14,7.5501129479385e-13
"1",85313939,85314339,401,"*",7.12447054177278,6.12275667667213,7.71000387871379,-1.55570931611813,4.07059456450086e-14,7.7246309589349e-13
"10",50576272,50576672,401,"*",5.56658753178844,3.72306377295554,6.35013606463021,-2.47379324255632,4.07522885179232e-14,7.7296675524642e-13
"6",11632806,11633206,401,"*",7.12892556957235,5.71763809263661,7.82849851192679,-1.9631519300037,4.09309942239344e-14,7.75979290690277e-13
"12",120907041,120907441,401,"*",6.97048673541282,5.88479949794816,7.5829168327329,-1.64853857124699,4.09682547254064e-14,7.76308652041863e-13
"8",48627120,48627520,401,"*",5.17729102477812,2.9232469334338,6.01754424805936,-2.76846586089241,4.15337917860766e-14,7.86643164662542e-13
"12",12870416,12870816,401,"*",5.15582931228678,2.7589967962944,6.01191385495992,-2.85292495520494,4.24736686770574e-14,8.04054149761851e-13
"20",11387338,11387738,401,"*",6.02182188777322,4.60403442929519,6.72289546818063,-1.9693374096839,4.26491614938086e-14,8.06984982506456e-13
"2",238434372,238434772,401,"*",6.146885111639,4.12035163837638,6.95799100549282,-2.5162065008147,4.35169458437259e-14,8.2300580475283e-13
"11",93908753,93909153,401,"*",4.96187193051574,2.21820444385507,5.84993923591466,-3.18697314658921,4.40268379476287e-14,8.3224582047733e-13
"2",149817069,149817469,401,"*",7.12733260633604,7.9000752978148,5.34882745933298,2.49827856325635,4.43044131062292e-14,8.37087495450947e-13
"7",99860471,99860871,401,"*",5.37668499753369,3.75151218657523,6.1215598946252,-2.46702172893465,4.43706084238752e-14,8.37932607559734e-13
"12",28130684,28131084,401,"*",5.81226484271689,4.23560070286071,6.54756502145034,-2.21597155780378,4.4503781974308e-14,8.40041165071138e-13
"1",23577125,23577525,401,"*",6.76572430595625,4.87196110731284,7.55724318476656,-2.41977362560952,4.50175262465133e-14,8.49327760769767e-13
"11",101863373,101863773,401,"*",6.29017319075738,4.41429701389725,7.078891127373,-2.32355971887028,4.51175982912561e-14,8.50804564878832e-13
"Y",7682284,7682684,401,"*",4.76143532780158,2.26564011895862,5.62751825634886,-3.14185611510156,4.58755260187926e-14,8.64679458302062e-13
"1",43822014,43822414,401,"*",6.41258491220048,4.86645713354836,7.14165652425639,-2.08831330646313,4.66099760769795e-14,8.78098656450238e-13
"17",64230701,64231101,401,"*",7.57787343030303,6.4963416458597,8.18902045027129,-1.59545343347634,4.72651369031446e-14,8.90011876031959e-13
"19",54266086,54266486,401,"*",4.9231134697497,2.61293834284731,5.76979856105413,-2.99286030416923,4.76859594050088e-14,8.97503098059074e-13
"7",98265712,98266112,401,"*",5.58732081827817,3.48570406225019,6.40862531289381,-2.59933366473288,4.85397606534447e-14,9.13132316678175e-13
"13",97308119,97308519,401,"*",7.48424767146869,6.30955993624097,8.12303549023538,-1.72356557039783,4.86930409297255e-14,9.15574591855412e-13
"1",184057177,184057577,401,"*",6.90454888543983,5.80228520834988,7.5220494849924,-1.72478887972678,4.93412297579714e-14,9.27315793742135e-13
"8",77130914,77131314,401,"*",6.87474422719,7.63509435032714,5.1668113413892,2.36041327219591,4.99497346190587e-14,9.38300236215091e-13
"1",57411305,57411705,401,"*",6.96970882382546,5.60953031665427,7.65718694699872,-2.02735416217258,5.00584573769165e-14,9.39890275953793e-13
"10",17787587,17787987,401,"*",6.05680751039996,4.62880707173375,6.76022220738056,-2.03646621549322,5.19603928738262e-14,9.75131699918176e-13
"9",121398281,121398681,401,"*",5.22870410476958,2.81024695813093,6.08703839433184,-2.86436432914866,5.28900620903463e-14,9.92101669243954e-13
"15",101124949,101125349,401,"*",5.87947755329514,4.4550917325097,6.58206600112076,-2.03916834663996,5.36525634238379e-14,1.00567216332617e-12
"1",172902852,172903252,401,"*",5.88194604286762,4.09892273489543,6.6554581550812,-2.29635327413242,5.36650471681415e-14,1.00567216332617e-12
"12",2256840,2257240,401,"*",4.45042611030819,1.23221772525787,5.37075444731632,-3.83815840975809,5.55745823169892e-14,1.04095672780407e-12
"X",39564697,39565097,401,"*",4.88066353321951,2.69518490693974,5.71267099743265,-2.80218838547818,5.67145167256544e-14,1.06179911769109e-12
"1",96487458,96487858,401,"*",5.73826166379694,4.10535171438199,6.48462844920041,-2.40071016354342,5.82423166001899e-14,1.08987959179694e-12
"8",43559398,43559798,401,"*",4.51403557087348,1.83062719941902,5.39712995715638,-3.46739392979638,5.99256948282199e-14,1.12084307504531e-12
"9",18260520,18260920,401,"*",6.88357520072218,7.64697171254127,5.15866677042853,2.35343564499351,6.16412051859979e-14,1.15237760748823e-12
"Y",12552669,12553069,401,"*",5.44200821452281,3.57389463002843,6.22949803970965,-2.42933970237622,6.2060373860125e-14,1.15965854170894e-12
"11",109993711,109994111,401,"*",5.48609088751587,3.15014139186847,6.33563734879745,-2.73339127209768,6.2205542925902e-14,1.16181500866631e-12
"6",11196984,11197384,401,"*",5.88010768632371,4.27340797185359,6.62138169579935,-2.20053381298771,6.24401191770588e-14,1.16563847540722e-12
"16",88304378,88304778,401,"*",6.36968231939625,4.74845828101188,7.11379211982281,-2.23462868609481,6.44879907045262e-14,1.20329288582752e-12
"5",126002373,126002773,401,"*",6.9408471852056,7.7195706145127,5.12677897419375,2.44165806548359,6.57606053294623e-14,1.22645257001221e-12
"10",126972983,126973383,401,"*",5.68416121417578,4.24034310442934,6.39116186073613,-2.1248806676654,6.61473022336644e-14,1.23307542630902e-12
"10",52864411,52864811,401,"*",4.59529565336142,2.01074128603501,5.46972766251578,-3.39200326065971,6.64783438447339e-14,1.2386549651452e-12
"2",175844197,175844597,401,"*",5.20680206191666,3.08311452406177,6.03099177469002,-2.60283692071159,6.69125937365518e-14,1.2461512865011e-12
"12",58387231,58387631,401,"*",5.24983832482652,3.20937822303608,6.06288173463363,-2.71292544432132,6.81109275886237e-14,1.26786364254741e-12
"6",150882149,150882549,401,"*",7.1615324677998,6.19631061396607,7.73471341894621,-1.47649413396876,6.85359718396384e-14,1.27516761714027e-12
